Métamodèle 1	Élément 1	Description Élément 1	Métamodèle 2	Élément 2	Description Élément 2	Correspondance
BPMN	Event	A trigger for the process	SysML Activity Diagram	Action	A step in the activity	0
BPMN	Event	A trigger for the process	SysML Activity Diagram	Decision Node	A branching point	0
BPMN	Event	A trigger for the process	SysML Activity Diagram	Activity Final	The end point of an activity	1
BPMN	Event	A trigger for the process	SysML Activity Diagram	Control Flow	The sequence of actions	0
BPMN	Event	A trigger for the process	SysML Activity Diagram	Partition	A grouping of actions	0
BPMN	Sequence Flow	The flow between activities	SysML Activity Diagram	Action	A step in the activity	0
BPMN	Sequence Flow	The flow between activities	SysML Activity Diagram	Decision Node	A branching point	0
BPMN	Sequence Flow	The flow between activities	SysML Activity Diagram	Activity Final	The end point of an activity	0
BPMN	Sequence Flow	The flow between activities	SysML Activity Diagram	Control Flow	The sequence of actions	1
BPMN	Sequence Flow	The flow between activities	SysML Activity Diagram	Partition	A grouping of actions	0
BPMN	Pool	A major participant in the process	SysML Activity Diagram	Action	A step in the activity	0
BPMN	Pool	A major participant in the process	SysML Activity Diagram	Decision Node	A branching point	0
BPMN	Pool	A major participant in the process	SysML Activity Diagram	Activity Final	The end point of an activity	0
BPMN	Pool	A major participant in the process	SysML Activity Diagram	Control Flow	The sequence of actions	0
BPMN	Pool	A major participant in the process	SysML Activity Diagram	Partition	A grouping of actions	1
UML Class Diagram	Class	A blueprint for objects	ArchiMate	Component	A modular part of the architecture	1
UML Class Diagram	Class	A blueprint for objects	ArchiMate	Property	A characteristic of a component	0
UML Class Diagram	Class	A blueprint for objects	ArchiMate	Association	A relationship between components	0
UML Class Diagram	Class	A blueprint for objects	ArchiMate	Generalization	A hierarchical relationship	0
UML Class Diagram	Class	A blueprint for objects	ArchiMate	Dependency	A relationship between components	0
UML Class Diagram	Attribute	A characteristic of a class	ArchiMate	Component	A modular part of the architecture	0
UML Class Diagram	Attribute	A characteristic of a class	ArchiMate	Property	A characteristic of a component	1
UML Class Diagram	Attribute	A characteristic of a class	ArchiMate	Association	A relationship between components	0
UML Class Diagram	Attribute	A characteristic of a class	ArchiMate	Generalization	A hierarchical relationship	0
UML Class Diagram	Attribute	A characteristic of a class	ArchiMate	Dependency	A relationship between components	0
UML Class Diagram	Association	A relationship between classes	ArchiMate	Component	A modular part of the architecture	0
UML Class Diagram	Association	A relationship between classes	ArchiMate	Property	A characteristic of a component	0
UML Class Diagram	Association	A relationship between classes	ArchiMate	Association	A relationship between components	1
UML Class Diagram	Association	A relationship between classes	ArchiMate	Generalization	A hierarchical relationship	0
UML Class Diagram	Association	A relationship between classes	ArchiMate	Dependency	A relationship between components	0
UML Class Diagram	Generalization	Inheritance between classes	ArchiMate	Component	A modular part of the architecture	0
UML Class Diagram	Generalization	Inheritance between classes	ArchiMate	Property	A characteristic of a component	0
UML Class Diagram	Generalization	Inheritance between classes	ArchiMate	Association	A relationship between components	0
UML Class Diagram	Generalization	Inheritance between classes	ArchiMate	Generalization	A hierarchical relationship	1
UML Class Diagram	Generalization	Inheritance between classes	ArchiMate	Dependency	A relationship between components	0
UML Class Diagram	Dependency	A relationship between classes	ArchiMate	Component	A modular part of the architecture	0
UML Class Diagram	Dependency	A relationship between classes	ArchiMate	Property	A characteristic of a component	0
UML Class Diagram	Dependency	A relationship between classes	ArchiMate	Association	A relationship between components	0
UML Class Diagram	Dependency	A relationship between classes	ArchiMate	Generalization	A hierarchical relationship	0
UML Class Diagram	Dependency	A relationship between classes	ArchiMate	Dependency	A relationship between components	1
ERD	Entity	Represents a set of attributes	ORM	Object	Represents a concept or thing	1
ERD	Entity	Represents a set of attributes	ORM	Fact	A statement about objects	0
ERD	Entity	Represents a set of attributes	ORM	Role	A function or role in a fact	0
ERD	Entity	Represents a set of attributes	ORM	Subtype	A specialized object	0
ERD	Entity	Represents a set of attributes	ORM	Uniqueness Constraint	A constraint on roles	0
ERD	Attribute	A characteristic of an entity	ORM	Object	Represents a concept or thing	0
ERD	Attribute	A characteristic of an entity	ORM	Fact	A statement about objects	1
ERD	Attribute	A characteristic of an entity	ORM	Role	A function or role in a fact	0
ERD	Attribute	A characteristic of an entity	ORM	Subtype	A specialized object	0
ERD	Attribute	A characteristic of an entity	ORM	Uniqueness Constraint	A constraint on roles	0
ERD	Relationship	A relationship between entities	ORM	Object	Represents a concept or thing	0
ERD	Relationship	A relationship between entities	ORM	Fact	A statement about objects	0
ERD	Relationship	A relationship between entities	ORM	Role	A function or role in a fact	1
ERD	Relationship	A relationship between entities	ORM	Subtype	A specialized object	0
ERD	Relationship	A relationship between entities	ORM	Uniqueness Constraint	A constraint on roles	0
ERD	Supertype	A generalized entity	ORM	Object	Represents a concept or thing	0
ERD	Supertype	A generalized entity	ORM	Fact	A statement about objects	0
ERD	Supertype	A generalized entity	ORM	Role	A function or role in a fact	0
ERD	Supertype	A generalized entity	ORM	Subtype	A specialized object	1
ERD	Supertype	A generalized entity	ORM	Uniqueness Constraint	A constraint on roles	0
ERD	Cardinality	Cardinality of a relationship	ORM	Object	Represents a concept or thing	0
ERD	Cardinality	Cardinality of a relationship	ORM	Fact	A statement about objects	0
ERD	Cardinality	Cardinality of a relationship	ORM	Role	A function or role in a fact	0
ERD	Cardinality	Cardinality of a relationship	ORM	Subtype	A specialized object	0
ERD	Cardinality	Cardinality of a relationship	ORM	Uniqueness Constraint	A constraint on roles	1
BPMN	Task	A unit of work	CMMN	Case Task	A task in a case	1
BPMN	Task	A unit of work	CMMN	Milestone	A key event in the case	0
BPMN	Task	A unit of work	CMMN	Decision Table	A table defining decisions	0
BPMN	Task	A unit of work	CMMN	Case File Item	A document or data in the case	0
BPMN	Task	A unit of work	CMMN	Case	A context for case management	0
BPMN	Event	A trigger for the process	CMMN	Case Task	A task in a case	0
BPMN	Event	A trigger for the process	CMMN	Milestone	A key event in the case	1
BPMN	Event	A trigger for the process	CMMN	Decision Table	A table defining decisions	0
BPMN	Event	A trigger for the process	CMMN	Case File Item	A document or data in the case	0
BPMN	Event	A trigger for the process	CMMN	Case	A context for case management	0
BPMN	Gateway	A decision point	CMMN	Case Task	A task in a case	0
BPMN	Gateway	A decision point	CMMN	Milestone	A key event in the case	0
BPMN	Gateway	A decision point	CMMN	Decision Table	A table defining decisions	1
BPMN	Gateway	A decision point	CMMN	Case File Item	A document or data in the case	0
BPMN	Gateway	A decision point	CMMN	Case	A context for case management	0
BPMN	Sequence Flow	The flow between activities	CMMN	Case Task	A task in a case	0
BPMN	Sequence Flow	The flow between activities	CMMN	Milestone	A key event in the case	0
BPMN	Sequence Flow	The flow between activities	CMMN	Decision Table	A table defining decisions	0
BPMN	Sequence Flow	The flow between activities	CMMN	Case File Item	A document or data in the case	1
BPMN	Sequence Flow	The flow between activities	CMMN	Case	A context for case management	0
BPMN	Pool	A major participant in the process	CMMN	Case Task	A task in a case	0
BPMN	Pool	A major participant in the process	CMMN	Milestone	A key event in the case	0
BPMN	Pool	A major participant in the process	CMMN	Decision Table	A table defining decisions	0
BPMN	Pool	A major participant in the process	CMMN	Case File Item	A document or data in the case	0
BPMN	Pool	A major participant in the process	CMMN	Case	A context for case management	1
UML Sequence Diagram	Lifeline	Represents an object in the sequence	SDL	Process	Represents an instance in the system	1
UML Sequence Diagram	Lifeline	Represents an object in the sequence	SDL	Signal	A communication between processes	0
UML Sequence Diagram	Lifeline	Represents an object in the sequence	SDL	Procedure	A sequence of actions	0
UML Sequence Diagram	Lifeline	Represents an object in the sequence	SDL	Interaction	A set of communication steps	0
UML Sequence Diagram	Lifeline	Represents an object in the sequence	SDL	Composite State	A state with sub-states	0
UML Sequence Diagram	Message	A communication between lifelines	SDL	Process	Represents an instance in the system	0
UML Sequence Diagram	Message	A communication between lifelines	SDL	Signal	A communication between processes	1
UML Sequence Diagram	Message	A communication between lifelines	SDL	Procedure	A sequence of actions	0
UML Sequence Diagram	Message	A communication between lifelines	SDL	Interaction	A set of communication steps	0
UML Sequence Diagram	Message	A communication between lifelines	SDL	Composite State	A state with sub-states	0
